mg
2.5,33
md
48,0
58,5
66,8
72,11
80,15
89,20
95,24
100,27
108,31
116,34
123,36
133,38
139,39
155,41
235,51
120,51
116,49
114,48
108,47
104,46
100,47
95,48
93,49
89,51
83,54
81,48
76,40
73,36
68,32
64,30
60,28
56,27
53,25
47,23
43,24
38,26
5,33
0,33
4,33
mu
2.5,85
md
48,118
58,113
66,110
72,107
80,103
89,98
95,94
100,91
108,87
116,84
123,82
133,80
139,79
155,77
235,67
120,67
116,69
114,70
108,71
104,72
100,71
95,70
93,69
89,67
83,64
81,70
76,78
73,82
68,86
64,88
60,90
56,91
53,93
47,95
43,94
38,92
5,85
0,85
4,85
mu
40,26
md
38,28
37,30
39,32
41,35
42,37
43,38
43,40
42,41
41,44
37,47
36,49
35,50
35,68
36,69
37,71
41,74
42,77
43,78
43,80
42,81
41,83
39,86
37,88
38,90
40,92
40,93
mu
56,90
md
57,88
57,83
56,82
54,81
52,80
51,79
51,70
52,69
52,67
53,66
55,65
57,63
60,63
63,62
66,62
66,56
63,56
60,55
57,55
55,53
53,52
52,51
52,49
51,48
51,39
52,38
54,37
56,36
57,35
57,30
56,28
56,27
mu
240,0
