mg
50,0
md
45,1
39,2
35,3
32,4
30,5
28,6
26,7
24,8
23,9
21,10
11,20
10,21
9,23
8,24
7,26
6,28
5,30
4,32
3,35
2,39
1,45
0,50
1,55
2,61
3,65
4,68
5,70
6,72
7,74
8,76
9,77
10,79
11,80
21,90
23,91
24,92
26,93
28,94
30,95
32,96
35,97
39,98
45,99
50,100
55,99
61,98
65,97
68,96
70,95
72,94
74,93
76,92
77,91
79,90
89,80
90,79
91,77
92,76
93,74
94,72
95,70
96,68
97,65
98,61
99,55
100,50
99,45
98,39
97,35
96,32
95,30
94,28
93,26
92,24
91,23
90,21
89,20
79,10
77,9
76,8
74,7
72,6
70,5
65,3
61,2
55,1
51,0
50,0
49,0
mu
22,45
md
11,45
10,41
10,36
11,32
12,30
15,26
19,24
24,24
27,25
29,27
31,30
33,34
34,39
32,45
17,45
27,45
mu
24,29
md
24,33
25,28
25,34
26,27
26,34
27,27
27,34
28,27
28,34
29,27
29,33
30,28
30,32
27,31
mu
63,45
md
52,45
51,40
52,34
54,30
59,25
65,24
68,24
73,27
76,30
78,35
79,41
77,45
57,45
72,45
mu
68,30
md
68,32
69,29
69,33
70,28
70,34
71,27
71,34
72,27
72,34
73,27
73,34
74,28
74,33
71,30
mu
13,56
md
76,56
78,62
78,66
77,69
76,72
74,76
71,79
66,83
63,85
58,87
53,88
47,89
42,88
38,87
33,85
29,82
26,79
24,76
21,72
19,68
17,63
16,59
16,56
19,56
mu
39,85
md
40,82
46,75
50,73
55,72
59,73
61,74
67,78
68,79
mu
120,0
